,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
322,"El Paso, TX","Houston, TX","['(31.76006', ' -106.492257)']","['(29.760803', ' -95.369506)']",677,251.82,$243.43 ,WN,0.3719645494830133,366,677,244.06,$234.89 ,WN,0.36050221565731166,357,0.0317954601327542,0.0317954601327542
323,"Palm Springs, CA","Portland, OR","['(33.830302', ' -116.546843)']","['(45.516018', ' -122.681425)']",873,170.47,$132.15 ,VX,0.1952691867124857,286,873,175.54,$136.71 ,VX,0.20107674684994273,254,-0.028882306027116278,-0.02888230602711629
324,"Phoenix, AZ","Spokane, WA","['(30.406931', ' -87.217578)']","['(47.658999', ' -117.425022)']",1020,214.81,$209.50 ,WN,0.2105980392156863,346,1020,217.1,$204.84 ,WN,0.21284313725490195,305,-0.010548134500230183,-0.010548134500230273
325,"Denver, CO","Grand Rapids, MI","['(39.738453', ' -104.984853)']","['(47.925705', ' -97.036068)']",1015,261.51,$240.32 ,WN,0.25764532019704434,208,1015,231.35,$211.11 ,WN,0.22793103448275862,265,0.13036524746055764,0.13036524746055758
326,"Sacramento, CA","Washington, DC (Metropolitan Area)","['(38.582087', ' -121.50012)']","['(38.892062', ' -77.019912)']",2395,358.83,$313.52 ,WN,0.14982463465553236,672,2395,310.47,$270.35 ,WN,0.12963256784968685,693,0.15576384191709342,0.15576384191709328
327,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN","['(34.052238', ' -118.243344)']","['(44.977479', ' -93.264346)']",1535,213.14,$165.52 ,SY,0.13885342019543973,2453,1535,224.54,$98.60 ,SY,0.14628013029315962,2262,-0.050770464059855844,-0.05077046405985573
328,"Portland, OR","San Francisco, CA (Metropolitan Area)","['(45.516018', ' -122.681425)']","['(37.78008', ' -122.420168)']",569,132.97,$124.66 ,WN,0.23369068541300528,4323,569,151.04,$149.06 ,WN,0.2654481546572935,3861,-0.11963718220338979,-0.11963718220338979
329,"Detroit, MI","West Palm Beach/Palm Beach, FL","['(42.332916', ' -83.047853)']","['(33.90976', ' -98.500854)']",1086,224.28,$181.91 ,WN,0.2065193370165746,201,1086,188.62,$163.12 ,WN,0.17368324125230203,265,0.18905736401229992,0.18905736401229983
330,"Houston, TX","Salt Lake City, UT","['(29.760803', ' -95.369506)']","['(40.758478', ' -111.888142)']",1214,300.21,$296.38 ,WN,0.24728995057660624,480,1214,296.13,$260.25 ,WN,0.24392915980230642,502,0.013777732752507287,0.013777732752507292
331,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)","['(44.977479', ' -93.264346)']","['(40.123164', ' -75.333718)']",1057,273.95,$192.64 ,SY,0.25917691579943236,2600,1057,276.83,$174.59 ,SY,0.2619016083254494,2614,-0.010403496730845672,-0.010403496730845629
332,"Daytona Beach, FL","New York City, NY (Metropolitan Area)","['(29.207056', ' -81.020739)']","['(40.123164', ' -75.333718)']",935,178.11,$163.41 ,B6,0.1904919786096257,274,918,169.39,$153.50 ,B6,0.184520697167756,282,0.0323610388077005,0.051478835822657935
333,"Philadelphia, PA","West Palm Beach/Palm Beach, FL","['(39.951061', ' -75.16562)']","['(33.90976', ' -98.500854)']",951,205.53,$162.00 ,WN,0.2161198738170347,608,951,203.84,$197.97 ,WN,0.2143427970557308,487,0.008290816326530644,0.0082908163265306
334,"Des Moines, IA","New York City, NY (Metropolitan Area)","['(41.588822', ' -93.620309)']","['(40.123164', ' -75.333718)']",1071,269.24,$259.08 ,DL,0.25139122315592904,284,1071,281.68,$277.33 ,DL,0.26300653594771245,267,-0.044163589889236105,-0.044163589889236
335,"Nashville, TN","Portland, OR","['(36.166687', ' -86.779932)']","['(45.516018', ' -122.681425)']",1973,287.77,$268.76 ,WN,0.14585402939685757,242,1973,264.53,$252.04 ,WN,0.13407501267105928,232,0.08785392961100828,0.08785392961100824
336,"Dayton, OH","Washington, DC (Metropolitan Area)","['(39.760982', ' -84.192203)']","['(38.892062', ' -77.019912)']",406,204.75,$200.83 ,AA,0.5043103448275862,279,406,201.24,$184.97 ,AA,0.4956650246305419,326,0.01744186046511617,0.017441860465116234
337,"Austin, TX","New Orleans, LA","['(30.264979', ' -97.746598)']","['(29.950621', ' -90.074948)']",444,214.58,$211.07 ,WN,0.4832882882882883,354,444,220.48,$216.00 ,WN,0.49657657657657656,305,-0.02675979680696657,-0.026759796806966517
338,"Oklahoma City, OK","Orlando, FL","['(35.468494', ' -97.521264)']","['(28.538331', ' -81.378879)']",1069,241.19,$226.27 ,UA,0.225622076707203,216,1069,251.87,$236.48 ,UA,0.2356127221702526,186,-0.042402826855123726,-0.0424028268551237
339,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)","['(42.673348', ' -72.179683)']","['(37.78008', ' -122.420168)']",2400,355.47,$296.57 ,WN,0.1481125,810,2400,329.41,$260.89 ,WN,0.13725416666666668,859,0.07911113809538263,0.07911113809538266
340,"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)","['(35.468494', ' -97.521264)']","['(37.78008', ' -122.420168)']",1384,273.78,$248.65 ,WN,0.19781791907514448,211,1384,285.61,$252.30 ,WN,0.2063656069364162,221,-0.04142011834319547,-0.04142011834319541
341,"Detroit, MI","Orlando, FL","['(42.332916', ' -83.047853)']","['(28.538331', ' -81.378879)']",957,169.28,$103.87 ,NK,0.1768861024033438,2293,957,154.57,$100.63 ,NK,0.1615151515151515,2149,0.09516723814453014,0.09516723814453004
342,"Albuquerque, NM","Boston, MA (Metropolitan Area)","['(35.084248', ' -106.649241)']","['(42.358894', ' -71.056742)']",1974,296.57,$283.06 ,WN,0.15023809523809523,243,1974,288.0,$267.53 ,WN,0.1458966565349544,250,0.029756944444444416,0.02975694444444442
343,"Dallas/Fort Worth, TX","Kansas City, MO","['(40.11086', ' -77.035636)']","['(39.099792', ' -94.578559)']",460,167.48,$163.87 ,AA,0.3640869565217391,1224,460,185.83,$184.56 ,AA,0.40397826086956523,1187,-0.0987461658505086,-0.09874616585050865
344,"Dallas/Fort Worth, TX","Memphis, TN","['(40.11086', ' -77.035636)']","['(35.143378', ' -90.052136)']",431,207.45,$172.54 ,WN,0.481322505800464,547,431,181.97,$151.32 ,WN,0.42220417633410673,518,0.14002308072759234,0.1400230807275924
345,"Kansas City, MO","Salt Lake City, UT","['(39.099792', ' -94.578559)']","['(40.758478', ' -111.888142)']",920,253.84,$260.25 ,WN,0.2759130434782609,277,920,238.03,$116.71 ,WN,0.25872826086956524,278,0.06642019913456289,0.06642019913456287
346,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)","['(36.169202', ' -115.140597)']","['(37.78008', ' -122.420168)']",414,128.97,$130.91 ,WN,0.3115217391304348,7011,414,127.48,$129.83 ,WN,0.30792270531400967,6357,0.011688107938500164,0.011688107938500116
347,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ","['(34.052238', ' -118.243344)']","['(35.167852', ' -103.726151)']",453,148.62,$138.89 ,DL,0.3280794701986755,826,453,140.66,$128.36 ,DL,0.31050772626931566,805,0.056590359732688805,0.05659035973268881
348,"Columbus, OH","Washington, DC (Metropolitan Area)","['(39.962649', ' -82.996216)']","['(38.892062', ' -77.019912)']",337,145.97,$140.12 ,AA,0.4331454005934718,1066,337,146.23,$138.30 ,AA,0.4339169139465875,1096,-0.001778020925938539,-0.0017780209259385278
349,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL","['(41.505546', ' -81.6915)']","['(40.253979', ' -103.801495)']",1025,128.87,$93.39 ,F9,0.12572682926829268,700,1025,150.39,$122.23 ,F9,0.14672195121951218,540,-0.14309462065296888,-0.14309462065296885
350,"Nashville, TN","Philadelphia, PA","['(36.166687', ' -86.779932)']","['(39.951061', ' -75.16562)']",675,213.22,$184.02 ,WN,0.3158814814814815,874,675,204.81,$186.17 ,WN,0.3034222222222222,776,0.041062448122650336,0.041062448122650246
351,"New Orleans, LA","Pittsburgh, PA","['(29.950621', ' -90.074948)']","['(40.442169', ' -79.994945)']",918,202.65,$88.34 ,G4,0.2207516339869281,240,918,211.7,$81.51 ,G4,0.23061002178649237,192,-0.042749173358526224,-0.04274917335852614
352,"Dallas/Fort Worth, TX","Hartford, CT","['(40.11086', ' -77.035636)']","['(41.765775', ' -72.673356)']",1471,328.61,$283.20 ,WN,0.22339225016995243,320,1471,330.48,$281.17 ,WN,0.22466349422161797,296,-0.005658436213991787,-0.005658436213991783
353,"Detroit, MI","Portland, OR","['(42.332916', ' -83.047853)']","['(45.516018', ' -122.681425)']",1953,288.91,$241.03 ,WN,0.14793138760880697,316,1953,296.52,$239.16 ,WN,0.1518279569892473,319,-0.025664373398084358,-0.025664373398084302
354,"Reno, NV","Washington, DC (Metropolitan Area)","['(30.177159', ' -95.162771)']","['(38.892062', ' -77.019912)']",2286,304.14,$273.97 ,UA,0.13304461942257217,231,2286,283.89,$275.90 ,UA,0.12418635170603674,235,0.07133044489062663,0.07133044489062665
355,"Phoenix, AZ","Sacramento, CA","['(30.406931', ' -87.217578)']","['(38.582087', ' -121.50012)']",647,177.38,$171.62 ,AA,0.2741576506955178,1020,647,221.8,$214.24 ,AA,0.3428129829984544,780,-0.20027051397655546,-0.20027051397655551
356,"Austin, TX","Orlando, FL","['(30.264979', ' -97.746598)']","['(28.538331', ' -81.378879)']",994,163.53,$82.79 ,F9,0.16451710261569416,868,994,174.53,$170.08 ,F9,0.17558350100603623,695,-0.06302641379705504,-0.06302641379705495
357,"Dallas/Fort Worth, TX","New Orleans, LA","['(40.11086', ' -77.035636)']","['(29.950621', ' -90.074948)']",447,157.03,$150.26 ,WN,0.35129753914988815,1395,447,147.01,$145.42 ,WN,0.3288814317673378,1445,0.06815862866471671,0.06815862866471677
358,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)","['(34.052238', ' -118.243344)']","['(44.977479', ' -93.264346)']",2343,276.95,$268.37 ,B6,0.11820315834400341,3521,2342,241.65,$237.42 ,B6,0.10318104184457728,3626,0.14558988968200287,0.14607903993378846
359,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)","['(40.11086', ' -77.035636)']","['(34.052238', ' -118.243344)']",1246,197.62,$177.75 ,WN,0.15860353130016053,6200,1246,178.62,$167.11 ,WN,0.14335473515248798,5962,0.10637106706975699,0.10637106706975702
360,"San Francisco, CA (Metropolitan Area)","Spokane, WA","['(37.78008', ' -122.420168)']","['(47.658999', ' -117.425022)']",742,208.38,$192.57 ,AS,0.2808355795148248,380,742,180.74,$161.08 ,AS,0.24358490566037738,417,0.1529268562576075,0.15292685625760752
361,"Charleston, SC","Miami, FL (Metropolitan Area)","['(32.77647', ' -79.931027)']","['(44.977479', ' -93.264346)']",489,162.52,$132.02 ,B6,0.3323517382413088,351,489,164.43,$123.02 ,B6,0.33625766871165647,276,-0.011615885179103579,-0.011615885179103549
362,"Charlotte, NC","Nashville, TN","['(35.222936', ' -80.840161)']","['(36.166687', ' -86.779932)']",328,182.79,$114.59 ,WN,0.5572865853658536,540,328,283.12,$222.56 ,WN,0.8631707317073171,318,-0.35437270415371575,-0.3543727041537158
363,"Chicago, IL","Salt Lake City, UT","['(41.775002', ' -87.696388)']","['(40.758478', ' -111.888142)']",1259,211.49,$195.89 ,WN,0.16798252581413822,1042,1259,201.18,$92.35 ,WN,0.1597934868943606,957,0.05124763893031131,0.05124763893031117
364,"Boston, MA (Metropolitan Area)","Chicago, IL","['(42.358894', ' -71.056742)']","['(41.775002', ' -87.696388)']",867,187.16,$167.24 ,WN,0.21587081891580162,5148,867,166.27,$153.15 ,WN,0.1917762399077278,5054,0.12563902086966985,0.12563902086966972
365,"Denver, CO","Fort Myers, FL","['(39.738453', ' -104.984853)']","['(40.253979', ' -103.801495)']",1607,230.85,$117.96 ,F9,0.14365276913503422,296,1607,231.77,$127.24 ,F9,0.14422526446795272,264,-0.003969452474436021,-0.0039694524744359316
366,"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC","['(41.505546', ' -81.6915)']","['(42.673348', ' -72.179683)']",416,175.21,$75.01 ,F9,0.42117788461538463,225,416,165.25,$78.34 ,F9,0.3972355769230769,203,0.06027231467473529,0.060272314674735296
367,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)","['(44.977479', ' -93.264346)']","['(37.8606', ' -78.804199)']",204,129.43,$123.97 ,WN,0.6344607843137255,954,204,138.36,$137.99 ,WN,0.6782352941176472,763,-0.0645417750795028,-0.06454177507950279
368,"Omaha, NE","St. Louis, MO","['(46.07035', ' -93.666319)']","['(38.630276', ' -90.200309)']",342,191.55,$188.92 ,WN,0.5600877192982456,220,342,176.92,$174.96 ,WN,0.5173099415204678,230,0.082692742482478,0.0826927424824781
369,"Las Vegas, NV","Oklahoma City, OK","['(36.169202', ' -115.140597)']","['(35.468494', ' -97.521264)']",986,202.47,$97.75 ,G4,0.2053448275862069,354,986,199.81,$92.88 ,G4,0.2026470588235294,349,0.013312647014663975,0.013312647014663913
370,"Charlotte, NC","Chicago, IL","['(35.222936', ' -80.840161)']","['(41.775002', ' -87.696388)']",599,214.32,$199.86 ,WN,0.35779632721202004,1530,599,182.18,$160.10 ,WN,0.30414023372287147,1519,0.17641892633659015,0.1764189263365901
371,"San Diego, CA","Seattle, WA","['(32.71576', ' -117.163817)']","['(47.603229', ' -122.33028)']",1050,175.59,$173.17 ,WN,0.16722857142857142,2311,1050,155.67,$138.55 ,WN,0.14825714285714284,2286,0.1279629986509926,0.1279629986509926
372,"Columbus, OH","Miami, FL (Metropolitan Area)","['(39.962649', ' -82.996216)']","['(44.977479', ' -93.264346)']",990,180.38,$79.90 ,G4,0.1822020202020202,645,990,167.02,$167.10 ,G4,0.16870707070707072,680,0.07999042030894492,0.07999042030894495
373,"Boise, ID","Los Angeles, CA (Metropolitan Area)","['(43.597772', ' -83.884521)']","['(34.052238', ' -118.243344)']",688,161.8,$165.61 ,WN,0.2351744186046512,697,688,162.64,$165.47 ,WN,0.23639534883720928,652,-0.005164781111657452,-0.005164781111657495
374,"Dallas/Fort Worth, TX","Tucson, AZ","['(40.11086', ' -77.035636)']","['(35.167852', ' -103.726151)']",824,284.44,$264.98 ,WN,0.34519417475728154,228,824,275.95,$236.71 ,WN,0.3348907766990291,213,0.03076644319623119,0.030766443196231237
375,"Portland, OR","St. Louis, MO","['(45.516018', ' -122.681425)']","['(38.630276', ' -90.200309)']",1708,238.4,$229.94 ,AS,0.1395784543325527,312,1708,232.4,$229.46 ,AS,0.1360655737704918,288,0.025817555938037893,0.025817555938037865
376,"Cleveland, OH (Metropolitan Area)","St. Louis, MO","['(41.505546', ' -81.6915)']","['(38.630276', ' -90.200309)']",498,208.45,$195.63 ,WN,0.418574297188755,262,498,205.32,$167.42 ,WN,0.412289156626506,255,0.015244496395869852,0.01524449639586984
377,"Chicago, IL","Minneapolis/St. Paul, MN","['(41.775002', ' -87.696388)']","['(44.977479', ' -93.264346)']",349,128.36,$119.36 ,AA,0.3677936962750717,3641,349,138.1,$128.24 ,AA,0.395702005730659,3226,-0.07052860246198386,-0.07052860246198393
378,"Houston, TX","Tulsa, OK","['(29.760803', ' -95.369506)']","['(61.096484', ' -160.967455)']",453,234.8,$219.41 ,WN,0.5183222958057395,547,453,232.0,$215.94 ,WN,0.5121412803532008,574,0.012068965517241485,0.012068965517241428
379,"Denver, CO","Salt Lake City, UT","['(39.738453', ' -104.984853)']","['(40.758478', ' -111.888142)']",391,138.83,$136.49 ,DL,0.3550639386189259,1378,391,148.19,$87.94 ,DL,0.37900255754475703,1296,-0.06316215669073474,-0.06316215669073477
380,"Charlotte, NC","Pittsburgh, PA","['(35.222936', ' -80.840161)']","['(40.442169', ' -79.994945)']",366,257.44,$190.67 ,WN,0.7033879781420765,329,366,257.75,$178.36 ,WN,0.7042349726775956,339,-0.001202715809893219,-0.0012027158098933163
381,"Los Angeles, CA (Metropolitan Area)","Seattle, WA","['(34.052238', ' -118.243344)']","['(47.603229', ' -122.33028)']",978,148.6,$148.51 ,AS,0.15194274028629856,8959,978,134.81,$134.80 ,AS,0.13784253578732106,8570,0.10229211482827683,0.10229211482827677
382,"Kansas City, MO","Orlando, FL","['(39.099792', ' -94.578559)']","['(28.538331', ' -81.378879)']",1072,162.87,$81.10 ,NK,0.15193097014925375,909,1072,164.44,$86.19 ,NK,0.1533955223880597,950,-0.009547555339333397,-0.009547555339333455
383,"Kansas City, MO","San Diego, CA","['(39.099792', ' -94.578559)']","['(32.71576', ' -117.163817)']",1334,264.67,$156.26 ,F9,0.1984032983508246,354,1334,249.82,$246.96 ,F9,0.18727136431784108,365,0.05944279881514694,0.059442798815147
384,"Buffalo, NY","Phoenix, AZ","['(39.945422', ' -78.64671)']","['(30.406931', ' -87.217578)']",1912,293.7,$282.69 ,DL,0.15360878661087865,217,1912,243.53,$215.26 ,DL,0.1273692468619247,227,0.20601157968217457,0.20601157968217462
385,"Milwaukee, WI","Phoenix, AZ","['(43.041072', ' -87.909421)']","['(30.406931', ' -87.217578)']",1460,191.29,$188.71 ,WN,0.13102054794520548,858,1460,219.76,$212.71 ,WN,0.15052054794520547,644,-0.12955041863851469,-0.12955041863851474
386,"Las Vegas, NV","Philadelphia, PA","['(36.169202', ' -115.140597)']","['(39.951061', ' -75.16562)']",2176,242.08,$127.49 ,NK,0.11125,1488,2176,205.35,$112.88 ,NK,0.0943704044117647,1665,0.17886535183832494,0.17886535183832492
387,"Colorado Springs, CO","Dallas/Fort Worth, TX","['(38.835224', ' -104.819798)']","['(40.11086', ' -77.035636)']",592,216.72,$215.41 ,AA,0.36608108108108106,200,592,208.58,$205.21 ,AA,0.3523310810810811,197,0.039025793460542677,0.03902579346054265
388,"Chicago, IL","Omaha, NE","['(41.775002', ' -87.696388)']","['(46.07035', ' -93.666319)']",423,196.0,$186.31 ,WN,0.46335697399527187,705,423,187.37,$179.56 ,WN,0.4429550827423168,747,0.0460586006297699,0.04605860062976995
389,"Las Vegas, NV","Portland, OR","['(36.169202', ' -115.140597)']","['(45.516018', ' -122.681425)']",763,143.62,$144.99 ,AS,0.18823066841415464,1755,763,133.83,$86.51 ,AS,0.1753997378768021,1653,0.07315250691175364,0.07315250691175365
390,"Richmond, VA","San Francisco, CA (Metropolitan Area)","['(37.540759', ' -77.433932)']","['(37.78008', ' -122.420168)']",2449,365.9,$358.82 ,UA,0.14940792160065333,200,2449,326.25,$316.32 ,UA,0.13321763985300122,217,0.12153256704980847,0.12153256704980836
391,"Houston, TX","Philadelphia, PA","['(29.760803', ' -95.369506)']","['(39.951061', ' -75.16562)']",1336,245.92,$91.05 ,F9,0.18407185628742515,1046,1336,340.19,$235.86 ,F9,0.25463323353293416,839,-0.27710985037773017,-0.2771098503777301
392,"Fort Myers, FL","Philadelphia, PA","['(40.253979', ' -103.801495)']","['(39.951061', ' -75.16562)']",993,255.95,$204.53 ,WN,0.257754279959718,484,993,190.48,$84.91 ,WN,0.19182275931520643,484,0.34371062578748424,0.34371062578748424
393,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)","['(42.358894', ' -71.056742)']","['(41.505546', ' -81.6915)']",563,171.4,$153.25 ,B6,0.3044404973357016,819,563,188.34,$174.22 ,B6,0.33452930728241564,809,-0.08994371880641394,-0.08994371880641391
394,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC","['(42.358894', ' -71.056742)']","['(42.673348', ' -72.179683)']",625,198.73,$192.60 ,B6,0.317968,1608,625,176.42,$167.87 ,B6,0.28227199999999997,1586,0.1264595850810566,0.1264595850810566
395,"Raleigh/Durham, NC","Salt Lake City, UT","['(42.673348', ' -72.179683)']","['(40.758478', ' -111.888142)']",1823,288.41,$251.52 ,WN,0.1582062534284147,218,1823,274.5,$242.17 ,WN,0.1505759736697751,188,0.05067395264116581,0.050673952641165844
396,"Columbus, OH","Denver, CO","['(39.962649', ' -82.996216)']","['(39.738453', ' -104.984853)']",1154,189.95,$97.57 ,F9,0.16460138648180242,569,1154,230.86,$130.45 ,F9,0.200051993067591,442,-0.17720696526033103,-0.17720696526033103
397,"Dallas/Fort Worth, TX","Milwaukee, WI","['(40.11086', ' -77.035636)']","['(43.041072', ' -87.909421)']",853,167.02,$150.68 ,WN,0.19580304806565066,720,853,165.06,$141.41 ,WN,0.1935052754982415,687,0.0118744698897371,0.011874469889737114
398,"Fort Myers, FL","Indianapolis, IN","['(40.253979', ' -103.801495)']","['(39.76845', ' -86.156212)']",945,173.74,$170.36 ,WN,0.18385185185185185,525,945,164.74,$160.86 ,WN,0.17432804232804233,571,0.05463154060944515,0.05463154060944518
399,"Los Angeles, CA (Metropolitan Area)","Omaha, NE","['(34.052238', ' -118.243344)']","['(46.07035', ' -93.666319)']",1330,238.07,$233.05 ,WN,0.179,535,1330,224.94,$221.88 ,WN,0.16912781954887218,581,0.058371121187872264,0.0583711211878723
400,"Charlotte, NC","Detroit, MI","['(35.222936', ' -80.840161)']","['(42.332916', ' -83.047853)']",500,262.87,$257.30 ,AA,0.52574,523,500,248.35,$220.49 ,AA,0.4967,509,0.05846587477350516,0.05846587477350518
